hour_of_day,day_of_week,month,event_type,venue_capacity,estimated_crowd,area_m2,entry_points,emergency_exits,security_personnel,ambient_temp_c,occupancy_ratio,density_per_m2,crowd_density_level,stampede_risk
7,4,6,1,56615,44383,113813,9,22,181,22.7,0.7839,0.39,2,0.6294
20,3,1,0,20143,6822,33626,17,17,191,31.0,0.3387,0.2029,0,0.2704
18,6,2,0,73013,35899,65520,17,27,282,35.1,0.4917,0.5479,0,0.243
10,6,8,2,46914,24088,109076,9,29,31,9.4,0.5135,0.2208,1,0.5686
22,5,8,0,54739,28137,91411,13,9,125,18.6,0.514,0.3078,1,0.4868
22,6,3,0,5457,3210,9961,15,10,426,13.4,0.5882,0.3223,1,0.3775
15,6,1,0,34124,30125,67785,16,7,387,35.4,0.8828,0.4444,2,0.4655
11,6,2,0,80555,61959,131247,15,11,351,7.2,0.7692,0.4721,2,0.4518
14,1,7,1,30392,8660,44703,15,5,416,29.2,0.2849,0.1937,0,0.4899
8,4,10,1,74066,3812,107063,15,28,415,30.7,0.0515,0.0356,0,0.2791
23,5,1,2,13861,5797,9499,5,29,477,28.0,0.4182,0.6103,0,0.4745
8,5,1,1,62359,37834,81791,10,19,175,10.2,0.6067,0.4626,1,0.6307
3,0,9,1,52424,22376,27920,13,10,150,27.0,0.4268,0.8014,0,0.5483
5,4,3,0,62950,10156,60245,8,25,306,19.3,0.1613,0.1686,0,0.2917
2,0,2,1,10730,8804,10505,2,27,215,35.0,0.8205,0.8381,2,0.7396
23,2,8,0,53132,30907,83614,2,25,427,38.4,0.5817,0.3696,1,0.3915
6,2,10,2,87275,55316,63610,3,9,147,12.2,0.6338,0.8696,1,0.7909
17,5,3,0,49195,39473,43381,14,4,93,15.4,0.8024,0.9099,2,0.6451
7,5,10,0,52797,6818,109051,19,14,113,29.1,0.1291,0.0625,0,0.2878
5,5,9,0,73388,8552,66059,7,22,326,23.8,0.1165,0.1295,0,0.2749
17,1,10,0,50250,9443,36033,7,8,199,24.1,0.1879,0.2621,0,0.5082
1,0,12,1,8856,2070,6415,17,23,197,29.4,0.2337,0.3227,0,0.4203
23,1,3,1,16555,4336,29478,3,4,453,31.0,0.2619,0.1471,0,0.6109
11,1,6,2,91210,81025,75799,6,2,369,8.8,0.8883,1.0689,2,0.7641
16,3,5,2,42504,13386,60262,6,24,142,19.0,0.3149,0.2221,0,0.5577
2,0,2,1,25316,21084,60256,11,5,119,28.3,0.8328,0.3499,2,0.73
10,5,8,0,65476,16793,103882,4,29,10,14.4,0.2565,0.1617,0,0.3972
14,6,1,0,81153,60951,142341,6,26,162,15.3,0.7511,0.4282,2,0.4914
22,2,8,2,68545,30090,121733,19,19,152,26.0,0.439,0.2472,0,0.4742
23,6,6,1,48467,10967,59930,5,28,428,11.3,0.2263,0.183,0,0.4294
17,6,7,0,66258,61765,141125,12,27,337,34.0,0.9322,0.4377,3,0.4551
14,0,6,1,64684,15821,129590,12,23,437,18.4,0.2446,0.1221,0,0.3631
17,2,2,0,91550,2749,114059,6,7,441,39.0,0.03,0.0241,0,0.3107
9,0,11,0,32324,20513,66763,5,20,275,6.6,0.6346,0.3073,1,0.437
23,3,3,0,47086,15919,47548,14,19,32,28.9,0.3381,0.3348,0,0.3311
21,6,11,3,58129,37644,65311,8,27,144,39.8,0.6476,0.5764,1,0.545
13,4,6,0,44486,22232,81028,9,26,21,17.3,0.4998,0.2744,0,0.425
1,4,7,3,99829,16307,199221,15,16,443,32.5,0.1633,0.0819,0,0.3806
20,3,7,1,4893,2139,4893,10,9,274,5.1,0.4372,0.4372,0,0.5726
0,1,12,0,78764,42866,150666,6,12,452,14.5,0.5442,0.2845,1,0.4508
5,4,3,0,98911,70567,124032,15,6,259,21.2,0.7134,0.5689,1,0.4333
5,4,8,1,51537,19393,123634,15,12,461,15.4,0.3763,0.1569,0,0.4318
1,1,12,0,72962,49724,89159,9,15,303,6.6,0.6815,0.5577,1,0.5124
14,5,2,3,48179,38156,58429,6,12,452,35.4,0.792,0.653,2,0.6449
22,4,11,0,96219,21870,225790,5,23,318,20.2,0.2273,0.0969,0,0.3339
21,4,12,0,98384,68257,73017,2,3,360,26.8,0.6938,0.9348,1,0.6256
4,4,3,0,6338,4074,4205,9,13,6,9.4,0.6428,0.9688,1,0.5984
10,2,1,0,26472,20295,62569,14,9,295,32.8,0.7667,0.3244,2,0.4898
21,4,4,0,49311,23539,41907,3,21,391,15.1,0.4774,0.5617,0,0.3895
1,1,6,0,84244,50276,210282,2,4,144,20.1,0.5968,0.2391,1,0.6187
1,6,12,1,96446,57494,195160,10,23,488,6.0,0.5961,0.2946,1,0.4999
20,2,2,2,81638,17861,131423,11,6,109,12.4,0.2188,0.1359,0,0.5716
13,2,12,0,6720,3015,14957,12,27,268,6.0,0.4487,0.2016,0,0.2941
20,1,8,0,7643,1120,12953,2,8,156,9.3,0.1465,0.0865,0,0.5096
3,1,4,1,22435,745,25353,12,3,431,26.6,0.0332,0.0294,0,0.4098
20,4,6,1,35427,8183,51354,18,25,167,33.1,0.231,0.1593,0,0.3524
1,4,7,1,64194,19149,92046,6,6,15,7.1,0.2983,0.208,0,0.6603
17,2,12,1,27618,19619,66790,10,10,476,24.6,0.7104,0.2937,1,0.6056
12,1,6,2,27935,6588,22425,4,29,335,8.0,0.2358,0.2938,0,0.398
13,6,6,1,68362,47588,80594,15,16,142,37.0,0.6961,0.5905,1,0.5882
7,3,1,4,28497,20305,48421,4,6,199,22.9,0.7125,0.4193,1,0.7624
4,0,7,4,98618,77439,170234,3,6,99,30.4,0.7852,0.4549,2,0.8836
11,5,7,0,12015,4348,11645,5,21,52,31.8,0.3619,0.3734,0,0.4579
7,5,5,0,43855,24397,105735,12,5,215,29.0,0.5563,0.2307,1,0.512
19,2,12,1,88772,32060,144007,19,18,469,32.9,0.3611,0.2226,0,0.3148
12,0,9,0,47510,6475,60241,15,23,240,8.0,0.1363,0.1075,0,0.2267
17,6,5,0,77297,61128,125211,1,8,243,33.3,0.7908,0.4882,2,0.616
14,3,6,2,19631,11875,35325,14,13,9,9.4,0.6049,0.3362,1,0.6706
2,0,7,4,44695,7436,62100,17,16,364,28.5,0.1664,0.1197,0,0.386
6,5,2,0,25455,22930,28903,13,22,55,38.6,0.9008,0.7933,3,0.483
20,0,1,0,50354,38624,34745,19,6,252,38.2,0.767,1.1116,2,0.452
5,3,9,0,21539,14221,21502,15,3,239,22.5,0.6602,0.6614,1,0.5348
7,6,5,0,60898,30488,82525,18,8,173,6.0,0.5006,0.3694,1,0.4343
14,5,4,0,11481,9431,15747,4,5,107,28.3,0.8214,0.5989,2,0.6976
8,4,10,0,39452,23569,37862,8,26,284,19.1,0.5974,0.6225,1,0.3636
16,6,9,4,75266,36430,39526,7,13,308,34.4,0.484,0.9217,0,0.5554
17,0,5,1,18604,14903,27304,3,5,319,25.4,0.8011,0.5458,2,0.6966
9,4,6,1,36524,30096,38978,8,20,463,6.7,0.824,0.7721,2,0.5574
21,3,10,0,7355,6176,7288,7,4,197,25.7,0.8397,0.8474,2,0.642
9,3,10,0,74168,43446,167410,2,7,226,36.0,0.5858,0.2595,1,0.6128
17,1,4,1,56174,13602,130598,12,11,88,35.2,0.2421,0.1042,0,0.5614
1,4,11,2,8410,6300,7450,11,7,99,39.2,0.7491,0.8456,1,0.7283
6,3,5,0,29998,27375,51500,15,10,269,16.2,0.9126,0.5316,3,0.5451
21,0,7,3,36294,10801,41339,8,2,43,35.1,0.2976,0.2613,0,0.7038
3,4,7,2,51308,24309,87068,5,9,191,37.6,0.4738,0.2792,0,0.6568
7,2,4,1,866,460,568,7,25,210,38.7,0.5312,0.8099,1,0.5492
15,4,3,0,19100,18731,11015,11,22,157,21.9,0.9807,1.7005,3,0.5432
15,3,6,0,88452,46099,123495,2,11,304,16.1,0.5212,0.3733,1,0.5334
1,4,12,1,72326,64957,50937,12,13,19,36.1,0.8981,1.2752,2,0.7709
15,2,1,0,47143,10645,117366,18,28,219,37.3,0.2258,0.0907,0,0.1891
8,5,6,0,84069,60973,194604,6,20,246,13.7,0.7253,0.3133,1,0.4964
14,2,4,3,9988,4812,24127,7,29,409,26.2,0.4818,0.1994,0,0.4369
18,6,5,1,48705,26691,73415,17,5,427,5.2,0.548,0.3636,1,0.5436
21,5,9,2,12446,2207,13441,10,7,60,5.0,0.1773,0.1642,0,0.596
11,0,9,1,34595,10661,77921,14,7,152,33.4,0.3082,0.1368,0,0.5414
1,3,8,0,50870,40708,39433,4,12,230,34.1,0.8002,1.0323,2,0.6088
13,6,7,0,30395,8191,67773,10,26,62,39.0,0.2695,0.1209,0,0.3043
15,5,11,0,59510,31455,71411,14,18,288,34.1,0.5286,0.4405,1,0.3117
21,2,8,2,12933,3844,30165,1,26,159,28.4,0.2972,0.1274,0,0.5564
15,2,11,4,12401,5569,11213,11,13,99,34.3,0.4491,0.4967,0,0.6456
9,0,11,0,93567,50718,89300,19,15,346,26.7,0.5421,0.568,1,0.3404
1,6,10,0,15348,6175,36778,12,3,249,11.4,0.4023,0.1679,0,0.4795
7,1,6,1,20322,4431,27421,2,20,25,9.2,0.218,0.1616,0,0.6287
15,4,2,0,14110,1219,26109,16,13,182,7.6,0.0864,0.0467,0,0.3008
1,0,6,0,98379,34142,197607,8,10,148,28.0,0.347,0.1728,0,0.4648
16,4,12,3,5150,3147,6083,17,16,465,5.4,0.6111,0.5173,1,0.4437
2,5,2,0,51902,35977,125063,17,2,457,35.3,0.6932,0.2877,1,0.4768
8,1,2,1,90715,64974,67292,1,21,76,33.4,0.7162,0.9656,1,0.7176
0,3,7,1,92849,51029,56195,12,5,105,30.7,0.5496,0.9081,1,0.6335
9,5,9,0,63800,54465,131132,9,2,320,9.6,0.8537,0.4153,2,0.6029
0,0,10,0,5491,3715,10059,13,23,171,35.2,0.6766,0.3693,1,0.4335
18,1,9,1,19060,5590,40380,12,21,262,37.6,0.2933,0.1384,0,0.4482
14,2,4,0,63856,44260,140346,11,23,374,21.7,0.6931,0.3154,1,0.3484
4,6,7,0,44984,28207,57968,14,4,24,12.0,0.627,0.4866,1,0.5778
18,0,3,1,60810,28890,92238,4,22,212,26.9,0.4751,0.3132,0,0.6233
14,6,2,4,78109,32212,65933,19,4,145,24.6,0.4124,0.4886,0,0.5228
0,6,9,0,17164,9574,12711,8,16,164,29.6,0.5578,0.7532,1,0.4023
11,1,2,3,85902,66286,139560,19,8,241,37.8,0.7716,0.475,2,0.6547
15,3,12,0,26932,4789,48135,18,21,411,36.2,0.1778,0.0995,0,0.1361
16,0,8,2,66052,17345,91228,16,13,3,6.2,0.2626,0.1901,0,0.5333
21,2,9,0,79551,58974,155153,1,22,279,20.1,0.7413,0.3801,1,0.5418
9,0,2,1,30867,27399,53911,4,23,236,19.4,0.8876,0.5082,2,0.6929
21,1,1,0,52505,40400,41204,6,10,375,24.2,0.7695,0.9805,2,0.51
0,6,2,1,94688,50342,171568,19,8,171,6.8,0.5317,0.2934,1,0.562
18,5,1,4,75831,21987,62374,11,15,345,22.1,0.2899,0.3525,0,0.411
4,5,9,2,81158,54750,164671,7,7,136,11.7,0.6746,0.3325,1,0.7166
14,1,7,0,68837,20822,140038,13,15,370,36.4,0.3025,0.1487,0,0.2904
22,0,5,1,2930,1138,3080,12,13,255,34.8,0.3884,0.3695,0,0.5359
1,1,11,1,6326,3620,13481,6,25,457,38.5,0.5722,0.2685,1,0.4883
1,3,2,1,75041,26847,104592,8,2,124,17.7,0.3578,0.2567,0,0.6664
14,6,7,1,59735,49597,58923,14,6,29,22.8,0.8303,0.8417,2,0.7383
9,4,10,1,63547,51041,75980,4,24,148,9.0,0.8032,0.6718,2,0.6915
8,1,10,0,47084,44011,66894,11,26,308,7.3,0.9347,0.6579,3,0.4851
17,2,9,1,6813,3847,10676,1,7,424,23.8,0.5647,0.3603,1,0.6617
18,5,7,1,82522,23944,62288,9,8,283,15.8,0.2902,0.3844,0,0.5488
1,3,9,4,47217,40605,107834,6,16,382,19.1,0.86,0.3766,2,0.6953
19,4,7,1,186,77,433,3,23,454,18.1,0.414,0.1778,0,0.4933
7,6,12,2,69344,55878,70158,12,12,45,30.6,0.8058,0.7965,2,0.7309
22,0,8,1,65119,48912,147340,4,17,438,26.9,0.7511,0.332,2,0.6809
18,6,6,0,86505,25636,176134,1,26,310,7.5,0.2964,0.1455,0,0.4114
21,0,3,0,98759,43837,196051,16,27,155,8.7,0.4439,0.2236,0,0.3659
4,6,6,0,4729,2261,9188,14,25,200,10.3,0.4781,0.2461,0,0.3117
13,1,10,0,70332,40343,106451,18,17,21,38.9,0.5736,0.379,1,0.4268
18,5,1,0,22199,10150,33919,9,4,28,17.4,0.4572,0.2992,0,0.5475
8,0,9,3,86557,30242,65995,14,21,90,34.0,0.3494,0.4582,0,0.5016
3,2,7,0,51763,36888,81891,12,21,236,21.1,0.7126,0.4505,1,0.432
18,4,4,0,40752,25161,89219,5,18,94,20.0,0.6174,0.282,1,0.4918
10,6,8,1,92606,53738,54143,10,26,137,27.5,0.5803,0.9925,1,0.5627
21,6,2,1,63264,11541,44264,9,4,357,10.5,0.1824,0.2607,0,0.5053
3,5,3,3,30315,16876,72987,7,26,180,33.9,0.5567,0.2312,1,0.5208
17,1,11,1,62278,20225,47387,12,10,473,29.4,0.3248,0.4268,0,0.4827
16,6,12,0,84637,8508,173772,5,26,288,18.0,0.1005,0.049,0,0.2718
12,1,3,1,77800,14662,182492,2,7,121,29.1,0.1885,0.0803,0,0.6749
15,4,10,1,62354,41927,100539,10,13,325,34.4,0.6724,0.417,1,0.6115
5,3,1,3,8287,6998,8431,16,25,467,6.0,0.8445,0.83,2,0.459
21,3,8,1,95891,28289,236786,7,12,247,18.8,0.295,0.1195,0,0.508
23,6,11,2,49491,10282,82413,17,25,296,34.2,0.2078,0.1248,0,0.3456
20,3,11,3,97328,68539,185056,7,27,347,30.0,0.7042,0.3704,1,0.5712
19,4,1,0,70049,19487,170907,10,22,168,5.9,0.2782,0.114,0,0.3618
4,4,10,1,81217,49295,91635,8,23,334,9.5,0.607,0.5379,1,0.5663
20,5,9,0,20856,5476,35747,18,22,337,26.6,0.2626,0.1532,0,0.1649
9,0,5,0,40838,1601,20786,2,24,7,12.4,0.0392,0.077,0,0.3648
1,3,5,1,72609,63700,148742,3,15,221,16.0,0.8773,0.4283,2,0.8223
2,0,5,1,45946,38649,24816,12,14,46,18.9,0.8412,1.5574,2,0.7071
8,6,6,2,61006,16894,132077,18,17,313,30.6,0.2769,0.1279,0,0.4752
13,6,2,1,17448,7839,17922,16,24,59,30.8,0.4493,0.4374,0,0.5187
17,5,10,0,50529,27604,44745,6,26,490,37.0,0.5463,0.6169,1,0.3896
9,4,7,0,95992,79789,97803,18,9,250,7.2,0.8312,0.8158,2,0.4872
1,6,4,2,43363,22419,84825,8,28,335,21.9,0.517,0.2643,1,0.4838
18,3,5,0,25557,7196,47731,19,29,417,19.0,0.2816,0.1508,0,0.1161
1,0,5,2,95755,59001,208601,8,16,263,38.7,0.6162,0.2828,1,0.6553
15,1,10,0,60318,33163,76098,8,18,407,26.7,0.5498,0.4358,1,0.4501
6,3,11,2,8098,4081,4694,12,23,225,35.0,0.504,0.8694,1,0.4768
10,0,2,0,18255,15148,31246,8,27,330,31.3,0.8298,0.4848,2,0.4178
6,1,3,4,56335,22884,98496,10,25,48,30.4,0.4062,0.2323,0,0.494
6,1,4,0,15840,1105,37904,6,18,321,15.7,0.0698,0.0292,0,0.2563
12,2,5,0,61839,15156,59914,5,5,76,35.7,0.2451,0.253,0,0.4919
6,1,4,1,9227,2118,8073,13,23,493,9.6,0.2295,0.2624,0,0.3082
17,6,4,1,29911,17725,56509,13,26,99,6.5,0.5926,0.3137,1,0.5206
3,0,8,0,94036,57764,79966,11,27,171,31.0,0.6143,0.7224,1,0.4213
23,5,2,0,48778,25266,40183,5,22,140,39.0,0.518,0.6288,1,0.4572
5,1,7,4,13677,4662,14861,7,3,124,7.3,0.3409,0.3137,0,0.6585
20,1,7,1,30940,5109,52270,12,29,260,5.3,0.1651,0.0977,0,0.3569
6,6,5,4,85011,42798,86044,12,2,202,30.9,0.5034,0.4974,1,0.7043
7,1,4,1,59687,21283,33006,12,6,384,11.6,0.3566,0.6448,0,0.54
8,2,11,1,85838,31177,185078,12,25,234,30.0,0.3632,0.1685,0,0.4624
9,5,6,2,78778,7493,158269,15,22,410,18.6,0.0951,0.0473,0,0.3199
9,3,9,1,60129,30068,126540,3,19,106,24.3,0.5001,0.2376,1,0.6467
12,2,4,0,77300,55401,187808,13,9,167,25.7,0.7167,0.295,1,0.5179
4,5,4,1,72393,24536,61890,10,19,184,37.5,0.3389,0.3964,0,0.5345
3,5,11,0,86599,8754,66204,14,15,93,23.9,0.1011,0.1322,0,0.2824
17,0,1,3,41440,6884,74051,5,5,449,22.8,0.1661,0.093,0,0.534
13,1,11,0,62732,6028,95353,11,26,73,32.2,0.0961,0.0632,0,0.3145
11,2,9,0,54542,11740,57979,3,6,478,39.8,0.2152,0.2025,0,0.4256
10,3,1,0,10978,4169,8511,13,11,122,22.4,0.3798,0.4898,0,0.4576
6,2,7,0,2980,411,6558,17,10,335,9.2,0.1379,0.0627,0,0.2542
13,3,5,0,55937,24784,124457,14,27,364,13.5,0.4431,0.1991,0,0.2312
16,4,10,2,63305,15697,69711,7,20,20,37.2,0.248,0.2252,0,0.5904
17,6,2,1,63267,42217,48863,1,3,383,24.5,0.6673,0.864,1,0.7529
23,1,5,0,51962,16953,106206,8,28,434,32.7,0.3263,0.1596,0,0.2888
18,5,4,0,30918,17435,33068,1,20,136,10.1,0.5639,0.5272,1,0.5293
13,1,2,0,61450,11570,66208,5,24,66,29.8,0.1883,0.1748,0,0.3342
22,5,1,1,60456,46296,72840,6,16,303,32.3,0.7658,0.6356,2,0.7287
23,5,6,0,62465,36883,116722,2,10,489,20.6,0.5905,0.316,1,0.4792
15,2,9,1,45847,3936,40468,19,14,497,30.2,0.0859,0.0973,0,0.3539
7,4,6,4,30890,22282,46580,3,22,105,13.0,0.7213,0.4784,1,0.6967
16,2,8,4,85709,49966,76267,3,8,281,20.9,0.583,0.6551,1,0.7215
5,1,5,2,88037,23190,174424,19,18,77,39.6,0.2634,0.133,0,0.4301
4,2,4,2,62802,32658,49099,4,15,45,22.0,0.52,0.6651,1,0.7343
14,3,3,3,8582,1270,20257,18,7,467,15.7,0.148,0.0627,0,0.3832
14,0,12,1,97293,41099,235927,5,13,441,8.3,0.4224,0.1742,0,0.56
1,5,8,1,96939,88728,100730,9,14,354,24.8,0.9153,0.8808,3,0.6824
20,2,10,0,55953,25411,32934,16,20,21,22.7,0.4541,0.7716,0,0.3861
7,4,3,1,4450,1572,9592,3,2,10,32.8,0.3533,0.1639,0,0.8048
19,1,9,2,16037,5712,13502,17,26,242,18.1,0.3562,0.423,0,0.3012
19,5,7,0,74036,45753,64440,17,24,93,14.6,0.618,0.71,1,0.3586
13,2,3,4,59767,36363,87402,11,7,303,24.9,0.6084,0.416,1,0.5752
4,5,1,2,73361,23486,105781,9,26,260,10.6,0.3201,0.222,0,0.4399
7,6,5,1,22817,13699,26430,13,18,363,33.9,0.6004,0.5183,1,0.544
5,2,5,1,87777,29196,140788,11,13,380,10.6,0.3326,0.2074,0,0.4922
22,1,8,1,72013,11036,96673,16,29,497,10.6,0.1533,0.1142,0,0.2423
11,6,7,2,49814,43433,116325,3,16,292,24.9,0.8719,0.3734,2,0.7476
10,1,8,2,33142,10389,40429,9,19,159,30.4,0.3135,0.257,0,0.5551
2,3,8,1,32611,17691,30215,16,7,264,36.4,0.5425,0.5855,1,0.5784
17,6,4,0,37039,16305,31003,16,7,341,22.8,0.4402,0.5259,0,0.3428
9,2,2,2,8174,1580,20234,7,19,446,16.3,0.1933,0.0781,0,0.4248
0,1,3,1,5011,4582,12492,2,2,350,24.1,0.9144,0.3668,3,0.8156
11,5,10,0,52054,39457,121591,13,5,41,15.3,0.758,0.3245,2,0.5774
19,5,12,1,27781,14013,45715,13,3,7,21.1,0.5044,0.3065,1,0.676
10,5,2,0,74289,35832,100126,14,3,385,32.5,0.4823,0.3579,0,0.432
11,3,8,2,8011,4945,17021,13,25,101,39.6,0.6173,0.2905,1,0.5369
16,0,4,0,65774,14063,92051,16,19,158,16.8,0.2138,0.1528,0,0.3079
20,6,9,2,1425,551,2764,1,23,174,22.8,0.3867,0.1993,0,0.561
1,1,12,3,47767,21430,84760,7,22,405,8.6,0.4486,0.2528,0,0.4564
20,5,6,4,82415,21680,83110,11,15,226,9.1,0.2631,0.2609,0,0.5055
8,2,8,2,91384,34125,223092,14,28,377,7.1,0.3734,0.153,0,0.353
18,6,5,0,79390,38261,152208,7,23,75,20.2,0.4819,0.2514,0,0.4561
12,4,7,0,56978,19658,113198,14,11,474,18.0,0.345,0.1737,0,0.2904
8,3,7,0,40935,15583,43443,4,27,125,35.7,0.3807,0.3587,0,0.3507
6,3,11,0,43940,3412,100986,11,19,219,32.2,0.0777,0.0338,0,0.2509
5,4,5,1,16768,9298,33052,16,12,355,19.3,0.5545,0.2813,1,0.5506
7,2,12,2,97693,77159,182146,16,20,496,29.3,0.7898,0.4236,2,0.5194
14,6,5,4,35213,20904,49195,13,11,4,31.0,0.5936,0.4249,1,0.6623
7,0,4,0,57977,29773,85176,18,9,101,28.6,0.5135,0.3495,1,0.4698
22,6,2,0,40751,19570,63165,3,4,186,38.7,0.4802,0.3098,0,0.6254
22,0,11,2,89830,77371,89673,13,2,411,12.8,0.8613,0.8628,2,0.7363
1,2,4,3,59864,28995,82408,4,10,436,38.4,0.4843,0.3518,0,0.6339
0,3,11,2,11278,10519,22089,10,27,177,37.3,0.9327,0.4762,3,0.6708
6,5,1,0,98452,61563,121541,10,20,309,17.6,0.6253,0.5065,1,0.4131
8,4,1,0,2014,715,2347,4,9,459,29.4,0.355,0.3046,0,0.3941
10,4,6,1,6629,4573,8690,1,2,458,13.8,0.6898,0.5262,1,0.7685
12,1,2,4,93498,26973,110036,10,5,213,29.1,0.2885,0.2451,0,0.6352
20,0,12,0,63055,18369,54537,11,22,413,19.0,0.2913,0.3368,0,0.2433
12,6,7,1,45700,28987,64432,11,5,487,17.2,0.6343,0.4499,1,0.5889
23,0,11,0,96573,71439,151068,2,8,405,25.9,0.7397,0.4729,1,0.5722
11,4,3,0,23826,13017,31307,12,21,351,20.6,0.5463,0.4158,1,0.3652
19,6,8,0,84912,68909,174971,11,12,365,19.0,0.8115,0.3938,2,0.4951
0,3,12,1,46472,27119,40948,14,29,436,15.2,0.5836,0.6623,1,0.3827
22,6,1,3,33586,24227,57319,17,12,492,29.7,0.7213,0.4227,1,0.4732
0,2,8,4,26898,12068,35700,9,19,245,6.6,0.4487,0.338,0,0.5358
2,2,3,0,42904,19400,28952,13,21,329,34.6,0.4522,0.6701,0,0.3149
3,4,12,0,73003,48598,156715,5,10,431,39.9,0.6657,0.3101,1,0.4805
3,6,5,2,95833,71001,54015,1,3,452,6.6,0.7409,1.3145,1,0.8335
0,2,8,0,31369,21838,61929,14,25,306,22.4,0.6962,0.3526,1,0.3582
20,6,1,2,65334,45238,41542,2,21,150,6.7,0.6924,1.089,1,0.7273
1,1,3,0,14941,5768,34364,7,11,410,19.1,0.3861,0.1679,0,0.3997
9,3,7,0,21935,4650,38111,1,17,316,29.7,0.212,0.122,0,0.4225
23,4,9,1,15963,10960,27975,2,25,189,24.0,0.6866,0.3918,1,0.6713
9,6,9,1,23312,10122,55108,4,7,98,35.2,0.4342,0.1837,0,0.714
11,0,12,0,49520,9929,84129,9,13,220,30.4,0.2005,0.118,0,0.3583
18,6,3,3,85661,32247,141500,19,18,346,24.7,0.3764,0.2279,0,0.4057
13,2,6,0,42402,7760,77683,12,15,285,7.0,0.183,0.0999,0,0.314
8,0,9,0,47358,44507,42952,14,19,150,39.5,0.9398,1.0362,3,0.5503
19,6,1,4,45898,31437,56907,1,9,95,30.0,0.6849,0.5524,1,0.8205
18,3,7,2,50316,36493,103528,12,28,329,26.3,0.7253,0.3525,1,0.496
11,3,1,0,46171,24119,43815,10,2,254,24.4,0.5224,0.5505,1,0.4719
4,2,11,1,31668,25253,55681,10,24,499,17.2,0.7974,0.4535,2,0.5321
7,1,10,2,58603,38115,122211,4,17,72,37.0,0.6504,0.3119,1,0.6724
15,3,10,1,83294,58603,199856,2,25,285,19.0,0.7036,0.2932,1,0.6755
1,2,7,3,12851,11196,27633,9,16,257,19.0,0.8712,0.4052,2,0.7048
2,3,8,3,27899,6729,29497,6,13,395,21.4,0.2412,0.2281,0,0.4768
17,2,2,0,92846,30190,61159,11,11,443,38.8,0.3252,0.4936,0,0.3339
14,2,2,0,14524,10582,25735,8,28,358,10.5,0.7286,0.4112,1,0.3572
20,4,6,4,43695,31552,92334,12,8,50,20.6,0.7221,0.3417,1,0.7537
20,5,9,0,17475,12788,16124,9,15,482,29.6,0.7318,0.7931,1,0.4271
9,3,3,3,60388,14868,31085,5,16,303,14.8,0.2462,0.4783,0,0.5286
14,0,12,0,75685,44610,66574,12,20,60,14.6,0.5894,0.6701,1,0.4316
3,5,4,0,25329,5579,56944,3,17,56,30.0,0.2203,0.098,0,0.4586
20,6,10,0,95236,45398,148879,7,26,362,13.5,0.4767,0.3049,0,0.3354
18,3,5,1,71966,30604,116065,14,24,349,34.9,0.4253,0.2637,0,0.4637
7,3,10,4,67002,28695,148550,2,7,287,15.6,0.4283,0.1932,0,0.6809
11,3,1,0,37820,11738,71452,9,3,212,37.8,0.3104,0.1643,0,0.4542
1,4,4,0,11822,3391,23608,2,14,318,19.2,0.2868,0.1436,0,0.4117
0,0,1,3,98269,56813,189284,6,4,291,36.2,0.5781,0.3001,1,0.7284
17,6,9,1,14220,1182,30220,17,28,373,13.0,0.0831,0.0391,0,0.2712
7,6,7,1,80912,61313,89923,14,27,124,8.6,0.7578,0.6818,2,0.6251
1,4,10,0,68386,60425,99371,9,13,37,30.0,0.8836,0.6081,2,0.6198
6,0,10,2,61499,14930,84130,8,12,171,8.1,0.2428,0.1775,0,0.5555
3,6,9,0,53437,6830,112362,14,21,283,29.7,0.1278,0.0608,0,0.2094
17,5,7,0,48714,26036,105800,13,11,394,39.3,0.5345,0.2461,1,0.379
2,3,2,1,20426,8804,21488,12,4,267,25.6,0.431,0.4097,0,0.6484
17,4,3,1,43400,28861,100062,6,29,165,29.9,0.665,0.2884,1,0.5826
14,1,11,0,39869,14408,81099,18,15,149,6.8,0.3614,0.1777,0,0.3491
3,3,8,1,40853,23347,59630,2,10,367,10.7,0.5715,0.3915,1,0.6507
11,0,2,1,78232,48594,107374,3,13,263,5.7,0.6212,0.4526,1,0.6961
16,1,6,0,42256,15317,92814,10,26,321,28.7,0.3625,0.165,0,0.2673
18,3,3,3,13279,3874,17243,1,8,426,29.4,0.2917,0.2247,0,0.5774
20,2,9,1,85244,60933,164076,14,11,450,31.9,0.7148,0.3714,1,0.5615
4,1,8,3,20703,6385,37435,1,23,494,24.8,0.3084,0.1706,0,0.4856
4,6,7,1,39821,28747,48263,17,2,122,22.7,0.7219,0.5956,1,0.7052
10,6,9,0,20184,16615,24233,19,28,316,7.3,0.8232,0.6856,2,0.3311
23,5,12,1,59429,39260,111610,12,9,36,24.5,0.6606,0.3518,1,0.7089
13,3,9,1,81137,56421,158487,7,23,5,15.2,0.6954,0.356,1,0.7024
6,4,11,0,66847,28626,129920,13,9,475,10.2,0.4282,0.2203,0,0.3425
20,4,9,4,33748,10954,77785,8,12,73,23.9,0.3246,0.1408,0,0.6153
23,1,6,0,89363,25484,222669,11,27,431,10.6,0.2852,0.1144,0,0.1554
7,2,7,2,34113,11804,72672,11,12,311,32.8,0.346,0.1624,0,0.5424
12,0,1,4,50178,25794,64336,17,2,392,36.8,0.514,0.4009,1,0.5176
